timestamp,client_id,stack_trace,error_code,status,http_method,path,request_body,response_body
2023-05-11 12:37:13,client-id-789,at PATCH /api/products(58): Invalid request: Error in reading request data,401,Unauthorized,PATCH,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - The request is not authorized"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/reviews(58): Invalid parameter: Error in handling response,404,Not Found,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Found - Invalid credentials provided"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-456,at PUT /api/reviews(19): Invalid parameter: Error in reading request data,429,Too Many Requests,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Too Many Requests - You have exceeded the allowed rate limit"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-123,at POST /api/reviews(82): Invalid request: Error in reading request data,401,Unauthorized,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - The request is not authorized"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-789,at PUT /api/reviews(15): Invalid parameter: Error in reading request data,406,Not Acceptable,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Acceptable - The requested method is not allowed"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-123,at GET /api/products(13): Invalid parameter: Error in reading request data,404,Not Found,GET,/api/products,,"{""error"": {""message"": ""Not Found - The request is missing a required parameter"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-456,at GET /api/orders(35): Invalid parameter: Error in reading request data,401,Unauthorized,GET,/api/orders,,"{""error"": {""message"": ""Unauthorized - Invalid credentials provided"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-456,at PUT /api/products(91): Invalid request: Error in handling response,401,Unauthorized,PUT,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - Invalid credentials provided"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-789,at PATCH /api/orders(52): Invalid request: Error in handling response,409,Conflict,PATCH,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The request is not allowed"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-789,at PATCH /api/reviews(16): Invalid input: Error in reading request data,405,Method Not Allowed,PATCH,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Method Not Allowed - The requested media type is not acceptable"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/users(16): Invalid input: Error in processing request,415,Unsupported Media Type,PUT,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - Invalid credentials provided"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-456,at GET /api/reviews(12): Invalid request: Error in handling response,405,Method Not Allowed,GET,/api/reviews,,"{""error"": {""message"": ""Method Not Allowed - The requested media type is not acceptable"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-456,at PUT /api/reviews(62): ArrayIndexOutOfBoundsException: Error in processing request,500,Internal Server Error,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Internal Server Error - An error occurred while processing the request"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-789,at DELETE /api/users(89): Invalid parameter: Error in processing request,401,Unauthorized,DELETE,/api/users,,"{""error"": {""message"": ""Unauthorized - The requested resource was not found"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-456,at PUT /api/reviews(88): Invalid parameter: Error in reading request data,415,Unsupported Media Type,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - The request is not authorized"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-789,at POST /api/reviews(23): Invalid request: Error in processing request,406,Not Acceptable,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Acceptable - The requested media type is not acceptable"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-789,at DELETE /api/users(39): Invalid input: Error in processing request,409,Conflict,DELETE,/api/users,,"{""error"": {""message"": ""Conflict - The request is not allowed"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at PATCH /api/products(63): Invalid parameter: Error in handling response,409,Conflict,PATCH,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The requested resource was not found"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-789,at PATCH /api/orders(21): Invalid parameter: Error in processing request,415,Unsupported Media Type,PATCH,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - Invalid credentials provided"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-123,at DELETE /api/products(27): Invalid parameter: Error in handling response,403,Forbidden,DELETE,/api/products,,"{""error"": {""message"": ""Forbidden - The request is not allowed"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/products(43): Invalid request: Error in processing request,405,Method Not Allowed,DELETE,/api/products,,"{""error"": {""message"": ""Method Not Allowed - The requested method is not allowed"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-456,at PATCH /api/products(74): Invalid request: Error in reading request data,403,Forbidden,PATCH,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Forbidden - The request is missing a required parameter"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-456,at POST /api/users(99): Invalid parameter: Error in processing request,429,Too Many Requests,POST,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Too Many Requests - Too many requests received"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-123,at DELETE /api/users(20): Invalid input: Error in handling response,415,Unsupported Media Type,DELETE,/api/users,,"{""error"": {""message"": ""Unsupported Media Type - Invalid credentials provided"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-789,at PUT /api/orders(61): NullPointerException: Error in reading request data,500,Internal Server Error,PUT,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Internal Server Error - An error occurred while processing the request"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-456,at PATCH /api/reviews(65): Invalid request: Error in processing request,400,Bad Request,PATCH,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Bad Request - Invalid credentials provided"", ""code"": 400}}"
2023-05-11 12:37:13,client-id-123,at GET /api/products(53): Invalid parameter: Error in processing request,406,Not Acceptable,GET,/api/products,,"{""error"": {""message"": ""Not Acceptable - The requested media type is not acceptable"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-456,at GET /api/reviews(92): Invalid input: Error in processing request,401,Unauthorized,GET,/api/reviews,,"{""error"": {""message"": ""Unauthorized - The request is not allowed"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/orders(83): Invalid parameter: Error in reading request data,403,Forbidden,DELETE,/api/orders,,"{""error"": {""message"": ""Forbidden - The request is not allowed"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-123,at PATCH /api/orders(32): Invalid parameter: Error in handling response,415,Unsupported Media Type,PATCH,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - Invalid credentials provided"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-789,at POST /api/reviews(24): NullPointerException: Error in processing request,500,Internal Server Error,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Internal Server Error - An error occurred while reading the request data"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-789,at POST /api/users(60): Invalid input: Error in handling response,400,Bad Request,POST,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Bad Request - The request is not allowed"", ""code"": 400}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/users(26): Invalid request: Error in processing request,406,Not Acceptable,DELETE,/api/users,,"{""error"": {""message"": ""Not Acceptable - The requested media type is not acceptable"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-789,at POST /api/reviews(87): IndexOutOfBoundsException: Error in handling response,500,Internal Server Error,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Internal Server Error - An error occurred while handling the response"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-789,at DELETE /api/orders(18): Invalid parameter: Error in reading request data,406,Not Acceptable,DELETE,/api/orders,,"{""error"": {""message"": ""Not Acceptable - The requested method is not allowed"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-789,at POST /api/products(53): Invalid request: Error in reading request data,405,Method Not Allowed,POST,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Method Not Allowed - The requested media type is not acceptable"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-123,at GET /api/reviews(19): Invalid request: Error in processing request,400,Bad Request,GET,/api/reviews,,"{""error"": {""message"": ""Bad Request - The request is not authorized"", ""code"": 400}}"
2023-05-11 12:37:13,client-id-789,at PUT /api/products(66): Invalid parameter: Error in handling response,403,Forbidden,PUT,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Forbidden - Invalid credentials provided"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-789,at GET /api/orders(28): Invalid parameter: Error in reading request data,404,Not Found,GET,/api/orders,,"{""error"": {""message"": ""Not Found - The requested resource was not found"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-123,at DELETE /api/users(43): Invalid input: Error in handling response,409,Conflict,DELETE,/api/users,,"{""error"": {""message"": ""Conflict - The request is not authorized"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at PUT /api/users(16): Invalid request: Error in handling response,401,Unauthorized,PUT,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - The request is missing a required parameter"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-789,at PUT /api/users(75): Invalid input: Error in processing request,406,Not Acceptable,PUT,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Acceptable - The requested method is not allowed"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/reviews(66): Invalid request: Error in handling response,409,Conflict,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The request is not authorized"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at GET /api/orders(61): Invalid parameter: Error in reading request data,406,Not Acceptable,GET,/api/orders,,"{""error"": {""message"": ""Not Acceptable - The requested method is not allowed"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-789,at GET /api/reviews(60): Invalid request: Error in processing request,403,Forbidden,GET,/api/reviews,,"{""error"": {""message"": ""Forbidden - The requested resource was not found"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-789,at DELETE /api/orders(73): Invalid input: Error in handling response,401,Unauthorized,DELETE,/api/orders,,"{""error"": {""message"": ""Unauthorized - The requested resource was not found"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-456,at PUT /api/users(55): Invalid parameter: Error in processing request,409,Conflict,PUT,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The requested resource was not found"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at POST /api/orders(43): Invalid request: Error in handling response,405,Method Not Allowed,POST,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Method Not Allowed - The requested method is not allowed"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/orders(21): Invalid parameter: Error in handling response,409,Conflict,DELETE,/api/orders,,"{""error"": {""message"": ""Conflict - The request is not authorized"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/products(47): Invalid parameter: Error in processing request,405,Method Not Allowed,PUT,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Method Not Allowed - The requested method is not allowed"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-789,at PATCH /api/products(34): IndexOutOfBoundsException: Error in handling response,500,Internal Server Error,PATCH,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Internal Server Error - An error occurred while processing the request"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/users(17): Invalid request: Error in processing request,415,Unsupported Media Type,PUT,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - Invalid credentials provided"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/orders(74): Invalid request: Error in processing request,406,Not Acceptable,PUT,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Acceptable - The requested media type is not acceptable"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-123,at PATCH /api/orders(68): Invalid parameter: Error in processing request,403,Forbidden,PATCH,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Forbidden - Invalid credentials provided"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-456,at POST /api/orders(32): Invalid parameter: Error in handling response,404,Not Found,POST,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Found - The requested resource was not found"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-123,at GET /api/orders(72): Invalid parameter: Error in reading request data,403,Forbidden,GET,/api/orders,,"{""error"": {""message"": ""Forbidden - Invalid credentials provided"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-456,at PATCH /api/users(86): Invalid parameter: Error in handling response,401,Unauthorized,PATCH,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - Invalid credentials provided"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-789,at GET /api/products(71): NullPointerException: Error in reading request data,500,Internal Server Error,GET,/api/products,,"{""error"": {""message"": ""Internal Server Error - An error occurred while reading the request data"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-123,at PUT /api/products(42): Invalid input: Error in reading request data,409,Conflict,PUT,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The request is not authorized"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/products(16): Invalid request: Error in reading request data,400,Bad Request,DELETE,/api/products,,"{""error"": {""message"": ""Bad Request - Invalid credentials provided"", ""code"": 400}}"
2023-05-11 12:37:13,client-id-456,at GET /api/products(75): Invalid parameter: Error in reading request data,429,Too Many Requests,GET,/api/products,,"{""error"": {""message"": ""Too Many Requests - Too many requests received"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-456,at GET /api/orders(21): Invalid parameter: Error in handling response,401,Unauthorized,GET,/api/orders,,"{""error"": {""message"": ""Unauthorized - The request is missing a required parameter"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-123,at GET /api/users(22): Invalid input: Error in handling response,404,Not Found,GET,/api/users,,"{""error"": {""message"": ""Not Found - Invalid credentials provided"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-789,at DELETE /api/orders(18): Invalid parameter: Error in handling response,404,Not Found,DELETE,/api/orders,,"{""error"": {""message"": ""Not Found - Invalid credentials provided"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-123,at POST /api/reviews(43): Invalid input: Error in handling response,429,Too Many Requests,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Too Many Requests - Too many requests received"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-123,at GET /api/reviews(65): Invalid input: Error in reading request data,404,Not Found,GET,/api/reviews,,"{""error"": {""message"": ""Not Found - The requested resource was not found"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/users(37): Invalid request: Error in processing request,406,Not Acceptable,DELETE,/api/users,,"{""error"": {""message"": ""Not Acceptable - The requested method is not allowed"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-123,at GET /api/users(26): Invalid input: Error in handling response,429,Too Many Requests,GET,/api/users,,"{""error"": {""message"": ""Too Many Requests - You have exceeded the allowed rate limit"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-456,at POST /api/orders(14): Invalid parameter: Error in processing request,406,Not Acceptable,POST,/api/orders,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Acceptable - The requested method is not allowed"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-456,at POST /api/products(10): Invalid input: Error in reading request data,415,Unsupported Media Type,POST,/api/products,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - The requested resource was not found"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/orders(21): Invalid parameter: Error in handling response,429,Too Many Requests,DELETE,/api/orders,,"{""error"": {""message"": ""Too Many Requests - You have exceeded the allowed rate limit"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-456,at POST /api/users(23): Invalid request: Error in reading request data,415,Unsupported Media Type,POST,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unsupported Media Type - The request is not allowed"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-456,at POST /api/reviews(74): Invalid parameter: Error in reading request data,401,Unauthorized,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - The request is not authorized"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-123,at PATCH /api/reviews(81): Invalid request: Error in handling response,404,Not Found,PATCH,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Found - The request is not authorized"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-789,at PUT /api/reviews(97): Invalid request: Error in reading request data,409,Conflict,PUT,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The requested resource was not found"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-789,at GET /api/orders(91): Invalid parameter: Error in reading request data,401,Unauthorized,GET,/api/orders,,"{""error"": {""message"": ""Unauthorized - The request is not authorized"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-789,at PUT /api/users(76): Invalid input: Error in reading request data,400,Bad Request,PUT,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Bad Request - The request is not authorized"", ""code"": 400}}"
2023-05-11 12:37:13,client-id-456,at GET /api/users(21): Invalid request: Error in reading request data,415,Unsupported Media Type,GET,/api/users,,"{""error"": {""message"": ""Unsupported Media Type - Invalid credentials provided"", ""code"": 415}}"
2023-05-11 12:37:13,client-id-789,at PATCH /api/reviews(64): Invalid input: Error in reading request data,409,Conflict,PATCH,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Conflict - The request is not allowed"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/products(95): Invalid input: Error in reading request data,409,Conflict,DELETE,/api/products,,"{""error"": {""message"": ""Conflict - The request is not authorized"", ""code"": 409}}"
2023-05-11 12:37:13,client-id-456,at GET /api/products(93): Invalid input: Error in processing request,406,Not Acceptable,GET,/api/products,,"{""error"": {""message"": ""Not Acceptable - The requested media type is not acceptable"", ""code"": 406}}"
2023-05-11 12:37:13,client-id-123,at GET /api/users(13): Invalid request: Error in processing request,405,Method Not Allowed,GET,/api/users,,"{""error"": {""message"": ""Method Not Allowed - The requested method is not allowed"", ""code"": 405}}"
2023-05-11 12:37:13,client-id-789,at GET /api/reviews(32): Invalid parameter: Error in reading request data,403,Forbidden,GET,/api/reviews,,"{""error"": {""message"": ""Forbidden - The request is not allowed"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-456,at PATCH /api/users(89): Invalid parameter: Error in handling response,403,Forbidden,PATCH,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Forbidden - The request is not allowed"", ""code"": 403}}"
2023-05-11 12:37:13,client-id-123,at GET /api/users(90): IndexOutOfBoundsException: Error in handling response,500,Internal Server Error,GET,/api/users,,"{""error"": {""message"": ""Internal Server Error - An error occurred while reading the request data"", ""code"": 500}}"
2023-05-11 12:37:13,client-id-123,at PATCH /api/reviews(45): Invalid parameter: Error in handling response,404,Not Found,PATCH,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Not Found - The request is not allowed"", ""code"": 404}}"
2023-05-11 12:37:13,client-id-789,at POST /api/reviews(39): Invalid input: Error in processing request,429,Too Many Requests,POST,/api/reviews,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Too Many Requests - Too many requests received"", ""code"": 429}}"
2023-05-11 12:37:13,client-id-456,at DELETE /api/users(14): Invalid input: Error in reading request data,401,Unauthorized,DELETE,/api/users,,"{""error"": {""message"": ""Unauthorized - The requested resource was not found"", ""code"": 401}}"
2023-05-11 12:37:13,client-id-123,at POST /api/users(78): Invalid input: Error in reading request data,401,Unauthorized,POST,/api/users,"{""name"": ""John Doe"", ""email"": ""johndoe@example.com"", ""phone"": ""+1-555-123-4567""}","{""error"": {""message"": ""Unauthorized - The requested resource was not found"", ""code"": 401}}"
